point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z,point_4_x,point_4_y,point_4_z,point_5_x,point_5_y,point_5_z,point_6_x,point_6_y,point_6_z,point_7_x,point_7_y,point_7_z,point_8_x,point_8_y,point_8_z,point_9_x,point_9_y,point_9_z,point_10_x,point_10_y,point_10_z,point_11_x,point_11_y,point_11_z,point_12_x,point_12_y,point_12_z,point_13_x,point_13_y,point_13_z,point_14_x,point_14_y,point_14_z,point_15_x,point_15_y,point_15_z,point_16_x,point_16_y,point_16_z,point_17_x,point_17_y,point_17_z,point_18_x,point_18_y,point_18_z,point_19_x,point_19_y,point_19_z,point_20_x,point_20_y,point_20_z,point_21_x,point_21_y,point_21_z,label
0.7573572397232056,0.8052241802215576,-6.891723387525417e-07,0.6835533976554871,0.7631654739379883,-0.0181951001286506,0.6288908123970032,0.6696423292160034,-0.024045368656516,0.6229844093322754,0.5701175928115845,-0.0351263023912906,0.6622905135154724,0.5154279470443726,-0.0384477600455284,0.6402764320373535,0.5809041261672974,0.0273113157600164,0.6114928126335144,0.5058321952819824,-0.0098223481327295,0.6296665668487549,0.5856853127479553,-0.0244828481227159,0.6468053460121155,0.6108088493347168,-0.0267955083400011,0.6826856732368469,0.5663850903511047,0.0210290476679801,0.6615430116653442,0.5033364295959473,-0.0177228841930627,0.676323413848877,0.6022391319274902,-0.0185855701565742,0.6901522278785706,0.6132004857063293,-0.0048585021868348,0.7293286323547363,0.562701940536499,0.0049157897010445,0.709717869758606,0.5090092420578003,-0.0356860868632793,0.7182758450508118,0.6076897382736206,-0.0181444399058818,0.7327222228050232,0.6252480745315552,0.0089756334200501,0.7797282934188843,0.5663915276527405,-0.0139574268832802,0.7545813322067261,0.5167214870452881,-0.0290990136563777,0.7544094920158386,0.5832234025001526,-0.0101846596226096,0.7672653794288635,0.6058670282363892,0.0119963604956865,fist
0.7460562586784363,0.7872633934020996,-7.303836468963709e-07,0.6772810816764832,0.7257848381996155,0.0075451429001986,0.6342343091964722,0.6484113335609436,0.0047626416198909,0.6190813779830933,0.5810604691505432,-0.0092248693108558,0.6272650361061096,0.5231162905693054,-0.0189984049648046,0.6799027919769287,0.5545060038566589,0.0383514650166034,0.6429476737976074,0.4916712045669555,0.0030063053127378,0.63250333070755,0.5527205467224121,-0.0127117866650223,0.6459735035896301,0.585423469543457,-0.0160319022834301,0.7079758644104004,0.5542203783988953,0.0189383700489997,0.660403311252594,0.502214789390564,-0.020039340481162,0.6585134267807007,0.5904967188835144,-0.0231954175978899,0.6874574422836304,0.6027315258979797,-0.0121803637593984,0.7414717674255371,0.5562904477119446,-0.007665991783142,0.6876763105392456,0.5167067646980286,-0.0456207208335399,0.6876733303070068,0.6030145287513733,-0.030947770923376,0.7175477147102356,0.6151883006095886,-0.008083720691502,0.780485987663269,0.5645214915275574,-0.0347276404500007,0.7267441749572754,0.5212789177894592,-0.0504856072366237,0.7194644808769226,0.5804463028907776,-0.0341400690376758,0.7448577880859375,0.6025353670120239,-0.0147764226421713,fist
0.7610512375831604,0.7804619073867798,-6.785671757825185e-07,0.6885154247283936,0.7036521434783936,0.0012124417116865,0.6516709923744202,0.6251279711723328,-0.006470248568803,0.6325863003730774,0.56715327501297,-0.0218492317944765,0.6361456513404846,0.5146042108535767,-0.0308275632560253,0.7376464605331421,0.5103049278259277,0.0270680729299783,0.6540013551712036,0.4896078705787658,-0.0047616134397685,0.6491914391517639,0.5575450658798218,-0.0240986812859773,0.6679006814956665,0.5801588296890259,-0.0335125774145126,0.7591320872306824,0.5096384882926941,0.0108991786837577,0.658012866973877,0.502690851688385,-0.0253242906183004,0.6615380644798279,0.5852457284927368,-0.0306898113340139,0.6970754265785217,0.5945233702659607,-0.0258164200931787,0.7761563658714294,0.5217865109443665,-0.0111513212323188,0.6794295310974121,0.514568567276001,-0.0435629226267337,0.6786523461341858,0.5958074927330017,-0.0281790252774953,0.7119173407554626,0.6089815497398376,-0.0092000355944037,0.7840457558631897,0.5479339361190796,-0.0350856073200702,0.7091571092605591,0.5339378714561462,-0.0527560785412788,0.7023836374282837,0.5846997499465942,-0.0414225868880748,0.7287288308143616,0.6021953821182251,-0.0263246074318885,fist
0.8026787042617798,0.7828876376152039,-6.648144790233346e-07,0.7161055207252502,0.7013847827911377,0.0100642135366797,0.6839479207992554,0.618979275226593,0.004527298733592,0.6551779508590698,0.5642719268798828,-0.0079472810029983,0.6394352316856384,0.5149523019790649,-0.0158248599618673,0.7863970994949341,0.5009066462516785,0.022718608379364,0.6806957125663757,0.4820583164691925,-0.0015786840813234,0.6798378825187683,0.5521997213363647,-0.0199738424271345,0.7048099040985107,0.5764541625976562,-0.0307710524648427,0.7925635576248169,0.5056114792823792,0.0046580885536968,0.6696323752403259,0.4921269416809082,-0.0224678739905357,0.6733630299568176,0.5641510486602783,-0.0296356566250324,0.7062183022499084,0.5833337306976318,-0.0300950985401868,0.7848413586616516,0.5250669717788696,-0.0160240400582551,0.6688700318336487,0.509341835975647,-0.0382801927626132,0.6732224225997925,0.5780328512191772,-0.0274945497512817,0.7056373357772827,0.5982455611228943,-0.0162753034383058,0.7636638283729553,0.5546189546585083,-0.0375532023608684,0.6746607422828674,0.5442306399345398,-0.05195914208889,0.678633987903595,0.5923434495925903,-0.0447642058134079,0.7085667848587036,0.6129891276359558,-0.0349706523120403,fist
0.8163583278656006,0.7609320282936096,-3.703747495364951e-07,0.8365739583969116,0.6475505828857422,0.0200885031372308,0.8166077136993408,0.5514886975288391,0.0178782064467668,0.7649220824241638,0.5150280594825745,0.011140196584165,0.7179226279258728,0.5249560475349426,0.0039908709004521,0.8312073349952698,0.4849278330802917,-0.0001028165424941,0.7417358756065369,0.4443401098251343,-0.0079298894852399,0.7356480956077576,0.4899418354034424,-0.0128737511113286,0.7536658048629761,0.5136622190475464,-0.0163111966103315,0.791448175907135,0.5041964054107666,-0.017199708148837,0.7044703960418701,0.4669550359249115,-0.0161306001245975,0.7022683024406433,0.5109907388687134,-0.0098677845671772,0.7240115404129028,0.5339786410331726,-0.0084753241389989,0.7502829432487488,0.5362293720245361,-0.0318428799510002,0.6732516884803772,0.5025366544723511,-0.0270512085407972,0.6771266460418701,0.5468244552612305,-0.0135003728792071,0.7009735703468323,0.5657765865325928,-0.0086407987400889,0.7110458612442017,0.5775254964828491,-0.045406274497509,0.6587709784507751,0.548839271068573,-0.0412892922759056,0.668147087097168,0.5867780447006226,-0.0268639717251062,0.689170241355896,0.6083725094795227,-0.0168151427060365,fist
0.6854708194732666,0.787887454032898,-1.4854921914775332e-07,0.7286141514778137,0.6787521243095398,0.0148410536348819,0.722337543964386,0.5851858854293823,0.0183221418410539,0.6879571080207825,0.5324198603630066,0.020470205694437,0.650816798210144,0.5246827006340027,0.0238326061517,0.686373233795166,0.5264301300048828,-0.0026716508436948,0.6752838492393494,0.4543002247810364,0.0001267850166186,0.6847119927406311,0.4917484819889068,0.0027979027945548,0.689172625541687,0.5303567051887512,0.0053150379098951,0.6343199610710144,0.539687991142273,-0.0095245959237217,0.6312808990478516,0.4743668735027313,0.0066568376496434,0.645058810710907,0.5053204894065857,0.0174659490585327,0.6501363515853882,0.5395913124084473,0.020836841315031,0.5923275947570801,0.5683529376983643,-0.0131693789735436,0.594894289970398,0.5129497051239014,0.0067487596534192,0.6109294891357422,0.5365710258483887,0.0191872268915176,0.6169215440750122,0.5681734085083008,0.0210291817784309,0.5602841973304749,0.6015681028366089,-0.0157408714294433,0.5670827627182007,0.5508152842521667,0.0020739799365401,0.5818402767181396,0.5710512399673462,0.0188264865428209,0.586317777633667,0.5989373922348022,0.0287574622780084,fist
0.5604134798049927,0.7516794204711914,-1.0306553832606369e-07,0.6401018500328064,0.7042011618614197,-0.0225699190050363,0.6840744614601135,0.6232454180717468,-0.0287688821554183,0.6968592405319214,0.5465348958969116,-0.0284581184387207,0.6751689910888672,0.5269190073013306,-0.0234154313802719,0.587104082107544,0.5415947437286377,-0.0237311031669378,0.6650548577308655,0.4930056929588318,-0.0303932558745145,0.6729574799537659,0.5501178503036499,-0.0371336378157138,0.6540032029151917,0.5815034508705139,-0.0424162968993186,0.5473595261573792,0.5386953353881836,-0.011659768410027,0.6320137977600098,0.500730037689209,-0.0135427881032228,0.6437227725982666,0.5489791035652161,-0.0157052874565124,0.6264782547950745,0.5774149894714355,-0.0193895474076271,0.5280816555023193,0.5499207973480225,0.0002511819184292,0.6048922538757324,0.5083248019218445,0.0012232769513502,0.6178568005561829,0.5468930602073669,0.005047311540693,0.6039010286331177,0.5773417949676514,0.0053682997822761,0.5205550193786621,0.564308226108551,0.0105023682117462,0.5780230760574341,0.5256980061531067,0.0132468380033969,0.5876641273498535,0.5532937049865723,0.018824316561222,0.5775306224822998,0.5790966749191284,0.022003635764122,fist
0.5308277606964111,0.7191553115844727,-1.812527301581213e-07,0.5946719646453857,0.6605427265167236,-0.0487019717693328,0.627674400806427,0.5641066431999207,-0.0583485327661037,0.6393579244613647,0.4772461354732513,-0.051883939653635,0.6185604333877563,0.451018750667572,-0.0366903990507125,0.5168336629867554,0.5039345622062683,-0.0572407431900501,0.5949280858039856,0.4288699328899383,-0.0624664649367332,0.6094810962677002,0.4942730963230133,-0.0607969611883163,0.589283287525177,0.533120334148407,-0.0592986457049846,0.4877809286117553,0.5023112893104553,-0.0276624262332916,0.5723917484283447,0.4375521242618561,-0.0297326035797595,0.5888758897781372,0.4943040609359741,-0.0255985371768474,0.5722275376319885,0.5266066193580627,-0.0245775319635868,0.4781449139118194,0.5099077820777893,0.0008559226989746,0.5593661665916443,0.4494103193283081,0.0002310612326255,0.5760887861251831,0.4990455508232116,0.0038935707416385,0.5615671873092651,0.5305106043815613,0.0041797733865678,0.4784055948257446,0.5196665525436401,0.0262393038719892,0.5414315462112427,0.4761232733726501,0.0261668357998132,0.5518769025802612,0.5115340352058411,0.0264824274927377,0.5398218035697937,0.539166271686554,0.0255921948701143,fist
0.7855345010757446,0.6988869905471802,-6.089566113587352e-07,0.708274781703949,0.6855405569076538,-0.0191727541387081,0.6416544914245605,0.6146501302719116,-0.0250269062817096,0.6186845898628235,0.5247306823730469,-0.0350908525288105,0.6390709280967712,0.4611982405185699,-0.0376882590353488,0.6249057054519653,0.5484042167663574,0.0213205739855766,0.5810037851333618,0.4794955551624298,-0.0168911404907703,0.618306577205658,0.5328249335289001,-0.0340746827423572,0.6415186524391174,0.5614222288131714,-0.0367522612214088,0.6599340438842773,0.5179885625839233,0.0170054119080305,0.632415235042572,0.4548960924148559,-0.0197410583496093,0.6707209348678589,0.5303766131401062,-0.0237296093255281,0.6812835931777954,0.5491668581962585,-0.0133598772808909,0.7013173699378967,0.4962036311626434,0.0037492979317903,0.6810543537139893,0.4437788128852844,-0.0346850529313087,0.7115235924720764,0.5259376168251038,-0.021280562505126,0.7220532298088074,0.5506098866462708,0.0018745168345049,0.7465243935585022,0.4799469411373138,-0.0120082460343837,0.7233139276504517,0.4355352520942688,-0.027777599170804,0.739326000213623,0.4925096929073334,-0.011553032323718,0.7506469488143921,0.5164766311645508,0.0084024360403418,fist
0.7353737950325012,0.6182177066802979,-2.12908247476662e-07,0.7175763249397278,0.6054774522781372,-0.0710861980915069,0.6968291997909546,0.5504776835441589,-0.0985525995492935,0.703013002872467,0.4666021764278412,-0.1108242273330688,0.7070826292037964,0.4052737951278686,-0.1121697947382927,0.5845032930374146,0.5036346912384033,-0.0518810153007507,0.6451391577720642,0.438488095998764,-0.0829082056879997,0.6744595766067505,0.4846377968788147,-0.0953491330146789,0.6689843535423279,0.517591118812561,-0.1005289629101753,0.6052858233451843,0.4660677909851074,-0.0256886519491672,0.6671135425567627,0.4081766307353973,-0.0575093924999237,0.6941908597946167,0.4637911319732666,-0.0588830821216106,0.6800041794776917,0.4925944209098816,-0.053041573613882,0.6357037425041199,0.4441148936748504,-0.008132554590702,0.6893097162246704,0.3929072618484497,-0.0424067378044128,0.7123365998268127,0.4445099830627441,-0.0379999838769435,0.697243332862854,0.4737623035907745,-0.0271522048860788,0.6687533855438232,0.4355306923389435,0.0038063270039856,0.7059668302536011,0.388301819562912,-0.0221501793712377,0.7216126322746277,0.4254716336727142,-0.0235111527144908,0.7091827988624573,0.4544175565242767,-0.0177000425755977,fist
